이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
알먹자,wife2679,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
쭈니,nju765,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,kidsday,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
바나나위스키,regular2265,,0,0,0,0,15,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.7
와인바나나,guess0002,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
머쉬룸하우스,cool8559,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,element4757,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
시세무세,sqea523,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
2합4,vacuum2853,,0,0,0,0,203,0.0,-100.0,0.0,-100.0,0.0,-100.0,36.54
ㅇㅇ,ghskfen07,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
tangmud_shavad,finger3745,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
열반,email7246,,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
엔젤라,artist1927,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,sj4lwpamudr7,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
바람과별무리,creature9191,,0,0,0,0,9,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.62
toronto.,asleep6594,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,dltmdgb,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
응딩쓰,identification2,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
시대를잘못타고난비운의천재정병훈,vaccine0588,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
기출의미래,survey0555,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
딴지만봅니다,scramble1040,,0,0,0,0,27,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.86
물사마귀,flip3150,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
아마노무현,sexypussy,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1,185.220,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,healthy1480,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,likewise1967,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
쭈쭈팡팡,moment4350,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,217.217,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,86.48,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,dislike6050,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,overlap0253,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
윈터여훈,notebook2236,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,shift2567,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,live5592,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,treat5736,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,utensil6063,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,girl4556,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,mutual4791,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4,134.195,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1,203.246,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
순수주은단,tray1234,,0,0,0,0,12,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.16
dksnfb,straw1266,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,explode0751,,0,0,0,0,16,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.88
GreatBritain,persist3168,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
꾸꾸꾸꾸,press1338,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Slfe,seek5761,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,find5103,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
꾸준민,reveal1469,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
세갓,sksmswjdtkd0987,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,chest0548,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,object1887,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,indeed1507,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ,head8834,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,rank6314,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,isolate1671,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,laugh3900,,0,0,0,0,15,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.7
ㅇㅇ,robber8645,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,beggar4458,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
낫휴먼,belovemyself0,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
사람의실수,concert8760,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,flare3216,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,marriage0318,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
박미소님,parkmiso,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Flare,jbyh2000,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,pull1056,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
앙고,autumnassi,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
학생부종합전형,category5953,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
제갈대중,bump9801,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,external2934,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,tray6129,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,elephant9910,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
R6,destroy8098,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,this2571,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
3월7일,round7559,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
지식보부상침묵공완안진화상쩐흥따오,angry9055,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
킹크랩2.0,tksdo52,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
빡궁뎅이,truck9554,,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ,teaspoon4099,,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ,page4703,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ,climber4633,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
레서판다,thousand7646,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,surf3966,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
킁걘,chejei1190,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,diminish7647,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
아노■,pleasure6584,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
존예보스다니엘,manned1482,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
오수리나무,thread0770,,0,0,0,0,24,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.32
특붕이,discount9499,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
어준,ideal5097,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
hatethis,versus7944,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,bomb3620,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
정려.,doctor9047,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ,seventh1151,,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ,warmly1129,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,blender0175,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
반응학파,year7266,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
마이클패러데이,rice2017,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
두번째세계,predict6600,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ハツネニク,seed3101,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
여름의끝에피는꽃,leader1315,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
날아,recovery9387,,0,0,0,0,18,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.24
보리보리쌀TV,sponsor3752,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
쪼맘,glove7179,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
Nohamed_undullah,9q7ra1w54,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
축신두,account8025,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
보니칼,sure2329,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
∀x,polite4231,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
반수가너무좋아엉엉슨,stick1292,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
혜라가너무좋아엉엉쓴,appoint6113,,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
참외.,mineral2217,,0,0,0,0,9,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.62
또선생,step0936,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
그린데이,someday1375,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,female2087,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,anecdote9590,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
슨박사,transfer4632,,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
Fbfcvhgd,blend3485,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
당신과나의존재불명,anything2774,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
존재불명,nearby0331,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,4ctf0d4l1hyv,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
톰마볼로리들,relative7406,,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ,ninnin1,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
문열고일어서,alive2473,,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
미린,na1379,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
라파헤,rafaje,,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ,thousand2212,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,sefti0122,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,untilthis,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,museum2280,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
모찌.,mocchi,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
새우타르타르,shortage4171,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
내가길들인토끼,soo8696,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
겨갤,doubledynamite,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,poajakaod23,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
8959945,took0507,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,oblige3867,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,girl9345,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,ap0324,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
바커로,farewell0834,,0,0,0,0,12,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.16
ㅇㅇ,some0059,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
DOOM,mre972m33etq,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,rent6818,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
바깥은여름,smomo77,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ,fluid3589,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
곰깨철,plan7956,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,addict4012,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,000p0,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
배신껌젖난쟁이카야린하,golden6090,,0,0,0,0,77,0.0,-100.0,0.0,-100.0,0.0,-100.0,13.86
ㅇㅇ,goat2056,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,clap5826,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
허억,spread6574,,0,0,0,0,358,0.0,-100.0,0.0,-100.0,0.0,-100.0,64.44
ㅇㅇ,flower9296,,0,0,0,0,573,0.0,-100.0,0.0,-100.0,0.0,-100.0,103.14
ㅇㅇ4,185.253,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,coupon8041,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
용까리,freely1288,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
따당,assure4479,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,dizzy2219,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Kris.,ideology8820,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
펀치드렁크러브,amplify6878,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,camera2198,,0,0,0,0,11,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.98
ktk,molecule4499,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,puzzle1899,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,kite2467,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,q1w2e3r4t5u7qw,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
충주맨,fork2212,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,aoyamabtda,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
머갈빡빡이,broad1387,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,budget3994,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1,182.161,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,stripe3121,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
추룹,canal5381,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
hgsgbn,fourth4093,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
팔색조,wither0615,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
Whitehawk,dislike8112,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,recovery3733,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,eating8118,,0,0,0,0,67,0.0,-100.0,0.0,-100.0,0.0,-100.0,12.06
Ljubljana,prefer0558,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,admire9905,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,extent0179,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
링링,dlwpfud1010,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,shuttle5699,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
오수생공부기록,until0124,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
BrunoMars,dust3311,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,ethics7991,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1,118.49,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
레제야~~,pave4257,,0,0,0,0,11,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.98
ㅇㅇ,command5281,,0,0,0,0,48,0.0,-100.0,0.0,-100.0,0.0,-100.0,8.64
작수국어100,total9988,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2,118.55,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,define5178,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ,comedian3316,,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ,pastime7377,,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ,uneasy6466,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,contrast0555,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
조재혁,merry9066,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,modify7040,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
Jan,meanjunekim,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,126.143,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
백두산,111.65,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,curious9072,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,learn2850,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,hometown0861,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,twin2488,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,genius4224,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,learned4508,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,crowd8979,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
정석민,account8723,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
고양이초밥,cartoon9967,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,heoyw1120,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Kinokomare,ugly4354,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,tenant0139,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
국민대꼭간다,downside2326,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,speed8768,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,british6348,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
듀..,conceal9816,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
고4=차은우,winning8112,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,track3495,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,appeal2153,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
외접원,ofhec1t7v8de,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1,103.43,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,glasses4465,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
설경,yiwonjun216,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,glennie,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,14.65,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
재재재ㅐㅐㅈ수,attitude2195,,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ,sponge2574,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ,hospital1424,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ,address6134,,0,0,0,0,9,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.62
경제학도,finish9546,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ,graph3558,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
옵션퍼플5미리,textbook0400,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
보추는실존하지않는다,village3995,,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
jasper,ohjang0112,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
천안의_왕,cannot7531,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
언미물2화2,counter9229,,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
나섯스,tprtlgkssldoal,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
완장들고생해라,skirt6581,,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
무오김일손갑자유자광기묘조광조을사윤임,chewing8872,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,timber8128,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
노베9등급,song5501,,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
더블비얀코,heat7505,,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
네맘도덩달아춤추는중,candle6704,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,descend1915,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
킼ㅋ킼ㅋ,nearby0007,,0,0,0,0,44,0.0,-100.0,0.0,-100.0,0.0,-100.0,7.92
ㅇㅇ,logic8843,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
완장들고생해라,burden4119,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
완장들고생해라,amplify5497,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
뽀롱,snowy2280,,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
qowowdsk,quswnsgml0726,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ,latest6228,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
2합4,fold1726,,0,0,0,0,797,0.0,-100.0,0.0,-100.0,0.0,-100.0,143.46
82년생김지영,eating7344,,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
