이름,ID/IP,타입,글,조회수,추천,리플,댓글,평균 조회수,조회수 편차율,평균 추천 수,추천 편차율,평균 리플 수,리플 편차율,가중값
ㅇㅇ(congress6358),congress6358,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(114.129),114.129,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.242),1.242,비회원,0,0,0,0,16,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.88
ㅇㅇ2(211.202),211.202,비회원,0,0,0,0,19,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.42
ㅇㅇ1(220.122),220.122,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(14.32),14.32,비회원,0,0,0,0,46,0.0,-100.0,0.0,-100.0,0.0,-100.0,8.28
조용한인생(118.44),118.44,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(124.51),124.51,비회원,0,0,0,0,10,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.8
Raksha,compound5638,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(194.233),194.233,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(112.157),112.157,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
해피빈,corrupt0025,고정,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
애미뒤짐(124.63),124.63,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
시대인재N재수종합(base0793),base0793,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(175.193),175.193,비회원,0,0,0,0,12,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.16
ㅇㅇ2(115.41),115.41,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ1(133.114),133.114,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
LSFG,decrease0313,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ(asia4538),asia4538,비고정,0,0,0,0,16,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.88
ㅇㅇ1(122.36),122.36,비회원,0,0,0,0,16,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.88
ㅇㅇ1(27.1),27.1,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(118.33),118.33,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(118.47),118.47,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
한연★,drama1241,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
뻘글 애미(211.235),211.235,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
홍장미,wing0690,고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ(alalrtjd),alalrtjd,비고정,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ1(123.109),123.109,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ4(14.7),14.7,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(118.128),118.128,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(14.4),14.4,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ2(211.220),211.220,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(14.35),14.35,비회원,0,0,0,0,17,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.06
ㅇㅇ2(14.35),14.35,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(14.52),14.52,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ3(115.136),115.136,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(220.126),220.126,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ5(211.247),211.247,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(182.219),182.219,비회원,0,0,0,0,10,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.8
ㅇㅇ2(1.224),1.224,비회원,0,0,0,0,12,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.16
ㅇㅇ(finite9244),finite9244,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(125.248),125.248,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(charge8007),charge8007,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(118.46),118.46,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(112.172),112.172,비회원,0,0,0,0,23,0.0,-100.0,0.0,-100.0,0.0,-100.0,4.14
다음팬데믹(super1797),super1797,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(section2534),section2534,비고정,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ1(211.180),211.180,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ2(211.180),211.180,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(175.119),175.119,비회원,0,0,0,0,14,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.52
ㅇㅇ(cucumber5594),cucumber5594,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(112.172),112.172,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ4(220.65),220.65,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(175.213),175.213,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
Felicity(elegant6513),elegant6513,비회원,0,0,0,0,79,0.0,-100.0,0.0,-100.0,0.0,-100.0,14.22
ㅇㅇ4(125.128),125.128,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
응디(mixture9293),mixture9293,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(175.199),175.199,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(211.241),211.241,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(211.186),211.186,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ2(211.177),211.177,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(121.170),121.170,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
RESCENE_MINAMI,butterflyandcats,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(125.241),125.241,비회원,0,0,0,0,22,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.96
ODDS_ENDS,wife2064,고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(123.143),123.143,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(218.51),218.51,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(112.167),112.167,비회원,0,0,0,0,16,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.88
2U4,library9706,고정,0,0,0,0,100,0.0,-100.0,0.0,-100.0,0.0,-100.0,18.0
ㅇㅇ(teamwork7866),teamwork7866,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
노베.3합.7(175.126),175.126,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(219.248),219.248,비회원,0,0,0,0,14,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.52
ㅇㅇ1(125.240),125.240,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ4(118.36),118.36,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ1(211.119),211.119,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ3(220.126),220.126,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(106.242),106.242,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(112.146),112.146,비회원,0,0,0,0,77,0.0,-100.0,0.0,-100.0,0.0,-100.0,13.86
ㅇㅇ3(112.187),112.187,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(175.117),175.117,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ1(106.242),106.242,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(211.223),211.223,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.241),1.241,비회원,0,0,0,0,10,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.8
ㅇㅇ3(112.171),112.171,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(211.248),211.248,비회원,0,0,0,0,13,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.34
ㅇㅇ1(61.254),61.254,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ(smash8528),smash8528,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇ(123.213),123.213,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(125.243),125.243,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(210.57),210.57,비회원,0,0,0,0,181,0.0,-100.0,0.0,-100.0,0.0,-100.0,32.58
ㅇㅇ3(112.172),112.172,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(116.44),116.44,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ1(112.151),112.151,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(116.45),116.45,비회원,0,0,0,0,15,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.7
ㅇㅇ(drown1268),drown1268,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(14.48),14.48,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(14.36),14.36,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(180.226),180.226,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(180.226),180.226,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(122.42),122.42,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ4(175.119),175.119,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(118.217),118.217,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
dd(mean7157),mean7157,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(163.152),163.152,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(180.228),180.228,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(122.42),122.42,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ2(180.182),180.182,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(112.187),112.187,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(128.134),128.134,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(glass6271),glass6271,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ3(175.113),175.113,비회원,0,0,0,0,9,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.62
ㅇㅇ6(115.21),115.21,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ4(116.46),116.46,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(14.38),14.38,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ2(110.12),110.12,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(210.57),210.57,비회원,0,0,0,0,46,0.0,-100.0,0.0,-100.0,0.0,-100.0,8.28
폼폼푸린,paulsmoon,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(110.12),110.12,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
타우너(censor5259),censor5259,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.209),211.209,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
메갸스티디김싱음(121.180),121.180,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(1.218),1.218,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(1.252),1.252,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ(boastful2580),boastful2580,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(180.229),180.229,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ(202.14),202.14,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(125.178),125.178,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ1(57.128),57.128,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(112.218),112.218,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(118.217),118.217,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
에리스쨩에밀리아땅,ensure8611,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(116.121),116.121,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(115.138),115.138,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(115.140),115.140,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
Xnxi,frost4858,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.197),211.197,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ4(116.121),116.121,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(175.120),175.120,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(218.237),218.237,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(211.241),211.241,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(125.136),125.136,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(210.57),210.57,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ1(121.184),121.184,비회원,0,0,0,0,12,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.16
ㅇㅇ3(211.220),211.220,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.114),211.114,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(112.171),112.171,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(211.251),211.251,비회원,0,0,0,0,8,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.44
ㅇㅇ4(112.169),112.169,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(14.50),14.50,비회원,0,0,0,0,19,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.42
나논독,aqzzz11,고정,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ2(118.45),118.45,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
쪼맹(relevant3913),relevant3913,비고정,0,0,0,0,22,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.96
ㅇㅇ2(112.152),112.152,비회원,0,0,0,0,18,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.24
ㅇㅇ1(115.41),115.41,비회원,0,0,0,0,14,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.52
ㅇㅇ1(220.120),220.120,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ(dignity7002),dignity7002,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(211.247),211.247,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(116.39),116.39,비회원,0,0,0,0,35,0.0,-100.0,0.0,-100.0,0.0,-100.0,6.3
ㅇㅇ2(122.44),122.44,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
민후이(reaction7638),reaction7638,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.231),1.231,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ1(114.199),114.199,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(alike4591),alike4591,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(provide6859),provide6859,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(172.225),172.225,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(218.235),218.235,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(124.49),124.49,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(220.126),220.126,비회원,0,0,0,0,15,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.7
ㅇㅇ1(118.216),118.216,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
LENINE전지,federal7975,고정,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
Tuyu,produce6752,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
4년에1번오는월드컵알리미ㅣ밍(laughter5459),laughter5459,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(124.5),124.5,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ1(14.44),14.44,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
키노코눈(foreign7277),foreign7277,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
4년에1번오는월드컵알리미(shopper4257),shopper4257,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(1.223),1.223,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(121.184),121.184,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(1.248),1.248,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(106.254),106.254,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
ㅇㅇ1(1.236),1.236,비회원,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
정병히키,seek4903,고정,0,0,0,0,70,0.0,-100.0,0.0,-100.0,0.0,-100.0,12.6
촌동네싫어요(118.36),118.36,비고정,0,0,0,0,3,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.54
ㅇㅇ2(116.39),116.39,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ(cast3201),cast3201,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(210.180),210.180,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(125.130),125.130,비회원,0,0,0,0,7,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.26
ㅇㅇ(indian5059),indian5059,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(116.36),116.36,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(175.208),175.208,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(112.217),112.217,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Djdbshd(citrus9441),citrus9441,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(122.43),122.43,비회원,0,0,0,0,4,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.72
범붕이(218.153),218.153,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(210.96),210.96,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ2(218.149),218.149,비회원,0,0,0,0,5,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.9
ㅇㅇ2(211.44),211.44,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ6(219.250),219.250,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
메기스플렛저,bother4071,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
inverse,archyperboliccscx,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ2(112.221),112.221,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
돈버는앱테크(211.235),211.235,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(116.120),116.120,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
삼수입갤,rlatldhs99,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(220.122),220.122,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅈㅅ(dentist0992),dentist0992,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(1.251),1.251,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(117.53),117.53,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ2(14.44),14.44,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ3(118.36),118.36,비회원,0,0,0,0,21,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.78
ㅇㅇ3(211.251),211.251,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(bank3795),bank3795,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(125.185),125.185,비회원,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
니노와욧츠바#,nacanu,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
Biz(brown0043),brown0043,비회원,0,0,0,0,16,0.0,-100.0,0.0,-100.0,0.0,-100.0,2.88
ㅇㅇ(meantime9843),meantime9843,비고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ1(182.231),182.231,비회원,0,0,0,0,6,0.0,-100.0,0.0,-100.0,0.0,-100.0,1.08
ㅇㅇ2(211.119),211.119,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(1.250),1.250,비회원,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
ㅇㅇ1(122.44),122.44,비회원,0,0,0,0,17,0.0,-100.0,0.0,-100.0,0.0,-100.0,3.06
Yom,aiden0820,고정,0,0,0,0,1,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.18
ㅇㅇ(point2707),point2707,비고정,0,0,0,0,2,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.36
